pair,date,ref_mode,leg_tag,side,size,entry,exit,reason,pips,weighted_pips,open_bar,close_bar
EURJPY,2015-03-19,midpoint,SELL1,SELL,130.0,130.263,130.677,TIME_EXIT,-41.4,-5382.0,87648,88079
EURJPY,2015-03-21,midpoint,BUY1,BUY,100.0,129.85,130.90099999999998,TP,105.1,10510.0,87696,87757
EURJPY,2015-03-21,midpoint,SELL1,SELL,130.0,129.85,128.706,TP,114.4,14872.0,87696,87945
EURJPY,2015-03-24,midpoint,BUY1,BUY,100.0,131.067,129.29,SL,-177.7,-17770.0,87768,87847
EURJPY,2015-03-24,midpoint,SELL1,SELL,130.0,131.067,129.29,TP,177.7,23101.0,87768,87847
EURJPY,2015-03-26,midpoint,BUY1,BUY,100.0,131.022,130.599,SL,-42.3,-4230.0,87816,87820
EURJPY,2015-03-26,midpoint,SELL1,SELL,130.0,131.022,130.599,TP,42.3,5499.0,87816,87820
EURJPY,2015-03-31,midpoint,BUY1,BUY,100.0,129.974,129.299,SL,-67.5,-6750.0,87936,87943
EURJPY,2015-03-31,midpoint,SELL1,SELL,130.0,129.974,129.299,TP,67.5,8775.0,87936,87943
EURJPY,2015-04-03,midpoint,BUY1,BUY,100.0,130.106,130.69299999999998,TP,58.7,5870.0,88008,88020
EURJPY,2015-04-03,midpoint,SELL1,SELL,130.0,130.106,128.61,TP,149.6,19448.0,88008,88166
EURJPY,2015-04-15,midpoint,BUY1,BUY,100.0,127.175,127.828,TP,65.3,6530.0,88296,88320
EURJPY,2015-04-15,midpoint,SELL1,SELL,130.0,127.175,130.628,SL,-345.3,-44889.0,88296,88623
EURJPY,2015-04-16,midpoint,BUY1,BUY,100.0,127.198,127.69200000000001,TP,49.4,4940.0,88320,88320
EURJPY,2015-04-16,midpoint,SELL1,SELL,130.0,127.198,130.49200000000002,SL,-329.4,-42822.0,88320,88622
EURJPY,2015-04-17,midpoint,BUY1,BUY,100.0,128.085,128.77599999999998,TP,69.1,6910.0,88344,88472
EURJPY,2015-04-17,midpoint,SELL1,SELL,130.0,128.085,131.576,SL,-349.1,-45383.0,88344,88644
